sentence,tokens,bio_tags
"Building endurance, show me a {difficulty: easy} {route_length: 10.0 kilometers} route starting {start_location: haifa road} {loca_start_num: 98}","Building, endurance,, show, me, a, easy, 10.0, kilometers, route, starting, haifa, road, 98","O, O, O, O, O, B-difficulty, B-route_length, I-route_length, O, O, B-start_location, I-start_location, B-loca_start_num"
Looking for some hill training - {difficulty: flat and easy} route around {route_length: 4.5 kilometers} from {start_location: harimon street} {loca_start_num: 26},"Looking, for, some, hill, training, -, flat, and, easy, route, around, 4.5, kilometers, from, harimon, street, 26","O, O, O, O, O, O, B-difficulty, I-difficulty, I-difficulty, O, O, B-route_length, I-route_length, O, B-start_location, I-start_location, B-loca_start_num"
{route_length: 5.0 kilometers} {difficulty: moderate effort} path please,"5.0, kilometers, moderate, effort, path, please","B-route_length, I-route_length, B-difficulty, I-difficulty, O, O"
"I want to run from {start_location: chaim nachman bialik} {loca_start_num: 85} to {end_location: sapir prize} {loca_end_num: 46}, need {route_length: 3.0 km} {difficulty: flat and easy} route","I, want, to, run, from, chaim, nachman, bialik, 85, to, sapir, prize, 46, ,, need, 3.0, km, flat, and, easy, route","O, O, O, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, B-loca_end_num, O, O, B-route_length, I-route_length, B-difficulty, I-difficulty, I-difficulty, O"
Hey there! I'm a business traveler staying at a hotel on {start_location: shimon street} {loca_start_num: 34} and would love a {difficulty: not hard} route to {end_location: alice miller} {loca_end_num: 93},"Hey, there!, I'm, a, business, traveler, staying, at, a, hotel, on, shimon, street, 34, and, would, love, a, not, hard, route, to, alice, miller, 93","O, O, O, O, O, O, O, O, O, O, O, B-start_location, I-start_location, B-loca_start_num, O, O, O, O, B-difficulty, I-difficulty, O, O, B-end_location, I-end_location, B-loca_end_num"
Can you suggest a route from {start_location: purim street} {loca_start_num: 27} with a distance of {route_length: 850 meters}?,"Can, you, suggest, a, route, from, purim, street, 27, with, a, distance, of, 850, meters, ?","O, O, O, O, O, O, B-start_location, I-start_location, B-loca_start_num, O, O, O, O, B-route_length, I-route_length, O"
Need a route with bathrooms from {start_location: jordan valley street} {loca_start_num: 39},"Need, a, route, with, bathrooms, from, jordan, valley, street, 39","O, O, O, O, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num"
Ready to crush {route_length: 1 km} from {start_location: daniel} {loca_start_num: 89},"Ready, to, crush, 1, km, from, daniel, 89","O, O, O, B-route_length, I-route_length, O, B-start_location, B-loca_start_num"
Lets go running from {start_location: bar ilan street} {loca_start_num: 50},"Lets, go, running, from, bar, ilan, street, 50","O, O, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num"
Can you suggest a nice morning running path that's not too difficult? Maybe around {route_length: 11.5 km} somewhere near the beach?,"Can, you, suggest, a, nice, morning, running, path, that's, not, too, difficult?, Maybe, around, 11.5, km, somewhere, near, the, beach?","O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-route_length, I-route_length, O, O, O, O"
need a route for tomorrow,"need, a, route, for, tomorrow","O, O, O, O, O"
"Half marathon prep, looking for a {difficulty: hard} {route_length: 5 kilometers} from {start_location: ilan ramon} {loca_start_num: 57}","Half, marathon, prep,, looking, for, a, hard, 5, kilometers, from, ilan, ramon, 57","O, O, O, O, O, O, B-difficulty, B-route_length, I-route_length, O, B-start_location, I-start_location, B-loca_start_num"
"Leading a group run, show me a {route_length: quick run} route from {start_location: herzog street} {loca_start_num: 14}","Leading, a, group, run,, show, me, a, quick, run, route, from, herzog, street, 14","O, O, O, O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, I-start_location, B-loca_start_num"
"Plan a route from {start_location: hamada street} {loca_start_num: 63}, and make it {route_length: 4.5 km}.","Plan, a, route, from, hamada, street, 63, ,, and, make, it, 4.5, km, .","O, O, O, O, B-start_location, I-start_location, B-loca_start_num, O, O, O, O, B-route_length, I-route_length, O"
"{start_location: bukhara} {loca_start_num: 29} to {end_location: pesach} {loca_end_num: 20}, make it {difficulty: very hard}","bukhara, 29, to, pesach, 20, ,, make, it, very, hard","B-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num, O, O, O, B-difficulty, I-difficulty"
Got an hour to kill - what's a good {route_length: 5 km} route near {start_location: moshe dayan} {loca_start_num: 57}?,"Got, an, hour, to, kill, -, what's, a, good, 5, km, route, near, moshe, dayan, 57, ?","O, O, O, O, O, O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, I-start_location, B-loca_start_num, O"
recommend running route please,"recommend, running, route, please","O, O, O, O"
"Ready to crush it, give me a {difficulty: somewhat tough} {route_length: 14.0 kilometers} starting at {start_location: ussishkin street} {loca_start_num: 52}","Ready, to, crush, it,, give, me, a, somewhat, tough, 14.0, kilometers, starting, at, ussishkin, street, 52","O, O, O, O, O, O, O, B-difficulty, I-difficulty, B-route_length, I-route_length, O, O, B-start_location, I-start_location, B-loca_start_num"
"{start_location: tel aviv street} {loca_start_num: 38} to {end_location: allenby road} {loca_end_num: 86}, not too difficult","tel, aviv, street, 38, to, allenby, road, 86, ,, not, too, difficult","B-start_location, I-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, B-loca_end_num, O, O, O, O"
"first time runner here, any suggestions?","first, time, runner, here,, any, suggestions?","O, O, O, O, O, O"
running route recommendations?,"running, route, recommendations?","O, O, O"
Looking for a scenic {route_length: 9.0 km} from {start_location: abu tor} {loca_start_num: 45},"Looking, for, a, scenic, 9.0, km, from, abu, tor, 45","O, O, O, O, B-route_length, I-route_length, O, B-start_location, I-start_location, B-loca_start_num"
need a {difficulty: very easy} path from {start_location: yitzhak shamir} {loca_start_num: 80} to {end_location: rafael eitan} {loca_end_num: 15} that's {route_length: 8 kilometers},"need, a, very, easy, path, from, yitzhak, shamir, 80, to, rafael, eitan, 15, that's, 8, kilometers","O, O, B-difficulty, I-difficulty, O, O, B-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, B-loca_end_num, O, B-route_length, I-route_length"
planning weekend run need ideas,"planning, weekend, run, need, ideas","O, O, O, O, O"
need {difficulty: difficult but rewarding} jogging route {route_length: 10.5 km} starting {start_location: right where i am} {loca_start_num: 79} finish at {end_location: hula valley} {loca_end_num: 34},"need, difficult, but, rewarding, jogging, route, 10.5, km, starting, right, where, i, am, 79, finish, at, hula, valley, 34","O, B-difficulty, I-difficulty, I-difficulty, O, O, B-route_length, I-route_length, O, B-start_location, I-start_location, I-start_location, I-start_location, B-loca_start_num, O, O, B-end_location, I-end_location, B-loca_end_num"
plan route ending {end_location: nachlaot} {loca_end_num: 69},"plan, route, ending, nachlaot, 69","O, O, O, B-end_location, B-loca_end_num"
"Crew run day, need a {route_length: 9.0 km} route with photo ops near {start_location: yirmiyahu} {loca_start_num: 69}","Crew, run, day,, need, a, 9.0, km, route, with, photo, ops, near, yirmiyahu, 69","O, O, O, O, O, B-route_length, I-route_length, O, O, O, O, O, B-start_location, B-loca_start_num"
What's the best way to do {route_length: 9.5 km} starting from {start_location: moshe sneh street} {loca_start_num: 6}?,"What's, the, best, way, to, do, 9.5, km, starting, from, moshe, sneh, street, 6, ?","O, O, O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num, O"
senior citizen requesting {difficulty: hard} course {route_length: 14 kilometers} starting {start_location: herzog} {loca_start_num: 75} ending {end_location: nachlaot} {loca_end_num: 90},"senior, citizen, requesting, hard, course, 14, kilometers, starting, herzog, 75, ending, nachlaot, 90","O, O, O, B-difficulty, O, B-route_length, I-route_length, O, B-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num"
"Coffee shop at the end please, {route_length: 6.5 kilometers} route from {start_location: simchat torah} {loca_start_num: 88}","Coffee, shop, at, the, end, please,, 6.5, kilometers, route, from, simchat, torah, 88","O, O, O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, I-start_location, B-loca_start_num"
I'm visiting from America for a week and staying near {start_location: kiryat yovel} - would love suggestions for a morning running route with good views of the city,"I'm, visiting, from, America, for, a, week, and, staying, near, kiryat, yovel, -, would, love, suggestions, for, a, morning, running, route, with, good, views, of, the, city","O, O, O, O, O, O, O, O, O, O, B-start_location, I-start_location, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O"
"{start_location: shavit} {loca_start_num: 40} to {end_location: king george} {loca_end_num: 98}, {difficulty: easy} {route_length: 3-5 km}","shavit, 40, to, king, george, 98, ,, easy, 3-5, km","B-start_location, B-loca_start_num, O, B-end_location, I-end_location, B-loca_end_num, O, B-difficulty, B-route_length, I-route_length"
where can i do short easy run?,"where, can, i, do, short, easy, run?","O, O, O, O, O, O, O"
"First time runner here, would appreciate a beginner-friendly route somewhere scenic in the city","First, time, runner, here,, would, appreciate, a, beginner-friendly, route, somewhere, scenic, in, the, city","O, O, O, O, O, O, O, O, O, O, O, O, O, O"
"first time runner here, any suggestions?","first, time, runner, here,, any, suggestions?","O, O, O, O, O, O"
"Sick of my usual path, show me a {route_length: 10 km} route from {start_location: rafael eitan} {loca_start_num: 12}","Sick, of, my, usual, path,, show, me, a, 10, km, route, from, rafael, eitan, 12","O, O, O, O, O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, I-start_location, B-loca_start_num"
what's a good running spot around here?,"what's, a, good, running, spot, around, here?","O, O, O, O, O, O, O"
{route_length: very long} track with good scenery,"very, long, track, with, good, scenery","B-route_length, I-route_length, O, O, O, O"
need route 4 beginner {difficulty: very hard} about {route_length: 10.0 kilometers} from {start_location: shamai street} {loca_start_num: 75} to {end_location: shazar street} {loca_end_num: 12},"need, route, 4, beginner, very, hard, about, 10.0, kilometers, from, shamai, street, 75, to, shazar, street, 12","O, O, O, O, B-difficulty, I-difficulty, O, B-route_length, I-route_length, O, B-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, B-loca_end_num"
need {route_length: 3.5 km} track,"need, 3.5, km, track","O, B-route_length, I-route_length, O"
elderly runner here want {difficulty: difficult but rewarding} track {route_length: 800 meters} start {start_location: king george} {loca_start_num: 94} end {end_location: mordechai zeira street} {loca_end_num: 73},"elderly, runner, here, want, difficult, but, rewarding, track, 800, meters, start, king, george, 94, end, mordechai, zeira, street, 73","O, O, O, O, B-difficulty, I-difficulty, I-difficulty, O, B-route_length, I-route_length, O, B-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, I-end_location, B-loca_end_num"
Drop me a {difficulty: somewhat tough} route from {start_location: firewall street} {loca_start_num: 31},"Drop, me, a, somewhat, tough, route, from, firewall, street, 31","O, O, O, B-difficulty, I-difficulty, O, O, B-start_location, I-start_location, B-loca_start_num"
"Provide a {difficulty: very easy} running route that starts at {start_location: yitzhak sadeh street} {loca_start_num: 3} and ends at {end_location: mordechai anielewicz street} {loca_end_num: 24}, covering {route_length: 7.5 km}.","Provide, a, very, easy, running, route, that, starts, at, yitzhak, sadeh, street, 3, and, ends, at, mordechai, anielewicz, street, 24, ,, covering, 7.5, km, .","O, O, B-difficulty, I-difficulty, O, O, O, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num, O, O, O, B-end_location, I-end_location, I-end_location, B-loca_end_num, O, O, B-route_length, I-route_length, O"
"{route_length: 18.0 kilometers} route from {start_location: beersheba street} {loca_start_num: 38} to {end_location: yehuda leib pinsker street} {loca_end_num: 93}, not too hard","18.0, kilometers, route, from, beersheba, street, 38, to, yehuda, leib, pinsker, street, 93, ,, not, too, hard","B-route_length, I-route_length, O, O, B-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, I-end_location, I-end_location, B-loca_end_num, O, O, O, O"
new to running need beginner route,"new, to, running, need, beginner, route","O, O, O, O, O, O"
start from {start_location: reuven rubin} {loca_start_num: 51} to {end_location: chaim topol street},"start, from, reuven, rubin, 51, to, chaim, topol, street","O, O, B-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, I-end_location"
where should i run today?,"where, should, i, run, today?","O, O, O, O, O"
Can you suggest a running route?,"Can, you, suggest, a, running, route?","O, O, O, O, O, O"
want route from {start_location: allenby} that's not too hard,"want, route, from, allenby, that's, not, too, hard","O, O, O, B-start_location, O, O, O, O"
I need a running route that goes from {start_location: tal brody street} {loca_start_num: 52} to {end_location: hahistadrut} {loca_end_num: 46}.,"I, need, a, running, route, that, goes, from, tal, brody, street, 52, to, hahistadrut, 46, .","O, O, O, O, O, O, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num, O"
Help me find a {difficulty: not hard} route that starts from {start_location: acacia valley} {loca_start_num: 47} and finishes at {end_location: shimshon} {loca_end_num: 33} with a distance of {route_length: 10.5 km}.,"Help, me, find, a, not, hard, route, that, starts, from, acacia, valley, 47, and, finishes, at, shimshon, 33, with, a, distance, of, 10.5, km, .","O, O, O, O, B-difficulty, I-difficulty, O, O, O, O, B-start_location, I-start_location, B-loca_start_num, O, O, O, B-end_location, B-loca_end_num, O, O, O, O, B-route_length, I-route_length, O"
Need inspo for my {route_length: 4 kilometers} run starting at {start_location: hapaprika street} {loca_start_num: 76},"Need, inspo, for, my, 4, kilometers, run, starting, at, hapaprika, street, 76","O, O, O, O, B-route_length, I-route_length, O, O, O, B-start_location, I-start_location, B-loca_start_num"
{difficulty: very hard} route to {end_location: this current location},"very, hard, route, to, this, current, location","B-difficulty, I-difficulty, O, O, B-end_location, I-end_location, I-end_location"
need route for tomorrow's training,"need, route, for, tomorrow's, training","O, O, O, O, O"
Can you suggest a {difficulty: intense} run that spans {route_length: 11 km}?,"Can, you, suggest, a, intense, run, that, spans, 11, km, ?","O, O, O, O, B-difficulty, O, O, O, B-route_length, I-route_length, O"
new to running need advice,"new, to, running, need, advice","O, O, O, O, O"
i want to run {route_length: 3.5 km} from {start_location: abu tor street} to {end_location: technion},"i, want, to, run, 3.5, km, from, abu, tor, street, to, technion","O, O, O, O, B-route_length, I-route_length, O, B-start_location, I-start_location, I-start_location, O, B-end_location"
staying near {start_location: hatzvi street} need running route,"staying, near, hatzvi, street, need, running, route","O, O, B-start_location, I-start_location, O, O, O"
{route_length: 13.5 km} easy run plz,"13.5, km, easy, run, plz","B-route_length, I-route_length, O, O, O"
planning my morning exercise need suggestions,"planning, my, morning, exercise, need, suggestions","O, O, O, O, O, O"
Suggest a {difficulty: extreme difficulty} run from {start_location: shimon} {loca_start_num: 27}.,"Suggest, a, extreme, difficulty, run, from, shimon, 27, .","O, O, B-difficulty, I-difficulty, O, O, B-start_location, B-loca_start_num, O"
"{start_location: yemen street} {loca_start_num: 40} to beach, something easy please","yemen, street, 40, to, beach,, something, easy, please","B-start_location, I-start_location, B-loca_start_num, O, O, O, O, O"
"Generate a {difficulty: medium} route for me from {start_location: chava alberstein street} {loca_start_num: 51} to {end_location: hapalmach street} {loca_end_num: 40}, covering {route_length: 7 kilometers}.","Generate, a, medium, route, for, me, from, chava, alberstein, street, 51, to, hapalmach, street, 40, ,, covering, 7, kilometers, .","O, O, B-difficulty, O, O, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, B-loca_end_num, O, O, B-route_length, I-route_length, O"
Hi runners! Visiting Tel Aviv next month and would love some suggestions for scenic routes that aren't too tourist-heavy - preferably {difficulty: difficult but rewarding} difficulty,"Hi, runners!, Visiting, Tel, Aviv, next, month, and, would, love, some, suggestions, for, scenic, routes, that, aren't, too, tourist-heavy, -, preferably, difficult, but, rewarding, difficulty","O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-difficulty, I-difficulty, I-difficulty, O"
simple run {route_length: 13 kilometers},"simple, run, 13, kilometers","O, O, B-route_length, I-route_length"
{route_length: 11 km} {difficulty: not hard} run from {start_location: gaza street} please,"11, km, not, hard, run, from, gaza, street, please","B-route_length, I-route_length, B-difficulty, I-difficulty, O, O, B-start_location, I-start_location, O"
xperienced runner want {difficulty: very hard} path {route_length: extremely long} start {start_location: accelerator street} {loca_start_num: 70} finish {end_location: levinsky street} {loca_end_num: 88},"xperienced, runner, want, very, hard, path, extremely, long, start, accelerator, street, 70, finish, levinsky, street, 88","O, O, O, B-difficulty, I-difficulty, O, B-route_length, I-route_length, O, B-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, B-loca_end_num"
make me route plz {difficulty: flat and easy} like {route_length: 10-15 km} from {start_location: jabotinsky} {loca_start_num: 49} until {end_location: acacia valley street} {loca_end_num: 19},"make, me, route, plz, flat, and, easy, like, 10-15, km, from, jabotinsky, 49, until, acacia, valley, street, 19","O, O, O, O, B-difficulty, I-difficulty, I-difficulty, O, B-route_length, I-route_length, O, B-start_location, B-loca_start_num, O, B-end_location, I-end_location, I-end_location, B-loca_end_num"
looking for {route_length: 9.0 kilometers} run with nice views,"looking, for, 9.0, kilometers, run, with, nice, views","O, O, B-route_length, I-route_length, O, O, O, O"
tourist here - need help finding good running spots!,"tourist, here, -, need, help, finding, good, running, spots!","O, O, O, O, O, O, O, O, O"
"Plan a route from {start_location: ancient harbor} {loca_start_num: 40}, and make it {route_length: 3.0 km}.","Plan, a, route, from, ancient, harbor, 40, ,, and, make, it, 3.0, km, .","O, O, O, O, B-start_location, I-start_location, B-loca_start_num, O, O, O, O, B-route_length, I-route_length, O"
Group run starting at {start_location: nahalat binyamin street} {loca_start_num: 70},"Group, run, starting, at, nahalat, binyamin, street, 70","O, O, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num"
Generate a running route to {end_location: arthur ruppin} {loca_end_num: 30} with a distance of {route_length: 14 km}.,"Generate, a, running, route, to, arthur, ruppin, 30, with, a, distance, of, 14, km, .","O, O, O, O, O, B-end_location, I-end_location, B-loca_end_num, O, O, O, O, B-route_length, I-route_length, O"
Plan a running route for me.,"Plan, a, running, route, for, me.","O, O, O, O, O, O"
recommend running route please,"recommend, running, route, please","O, O, O, O"
I want a {difficulty: flat and easy} route that goes from {start_location: moshe dayan street} {loca_start_num: 1} to {end_location: yehuda halevi} {loca_end_num: 48} and spans {route_length: 450 meters}.,"I, want, a, flat, and, easy, route, that, goes, from, moshe, dayan, street, 1, to, yehuda, halevi, 48, and, spans, 450, meters, .","O, O, O, B-difficulty, I-difficulty, I-difficulty, O, O, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, B-loca_end_num, O, O, B-route_length, I-route_length, O"
{route_length: 2 kilometers} path suggestion,"2, kilometers, path, suggestion","B-route_length, I-route_length, O, O"
suggest good spots for morning exercise,"suggest, good, spots, for, morning, exercise","O, O, O, O, O, O"
where to run for good city views?,"where, to, run, for, good, city, views?","O, O, O, O, O, O, O"
Need a {difficulty: intense} path that starts from {start_location: chaim nachman bialik street} {loca_start_num: 8},"Need, a, intense, path, that, starts, from, chaim, nachman, bialik, street, 8","O, O, B-difficulty, O, O, O, O, B-start_location, I-start_location, I-start_location, I-start_location, B-loca_start_num"
{difficulty: difficult but rewarding} route somewhere nice,"difficult, but, rewarding, route, somewhere, nice","B-difficulty, I-difficulty, I-difficulty, O, O, O"
"{difficulty: very hard} path from {start_location: strauss} {loca_start_num: 40} to {end_location: yigal alon street} {loca_end_num: 48}, {route_length: 3-5 km}","very, hard, path, from, strauss, 40, to, yigal, alon, street, 48, ,, 3-5, km","B-difficulty, I-difficulty, O, O, B-start_location, B-loca_start_num, O, B-end_location, I-end_location, I-end_location, B-loca_end_num, O, B-route_length, I-route_length"
"Yo, need a {route_length: 300 meters} route near {start_location: tel hashomer street} {loca_start_num: 54}","Yo,, need, a, 300, meters, route, near, tel, hashomer, street, 54","O, O, O, B-route_length, I-route_length, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num"
I want a {difficulty: difficult but rewarding} route from {start_location: jordan valley} {loca_start_num: 59}.,"I, want, a, difficult, but, rewarding, route, from, jordan, valley, 59, .","O, O, O, B-difficulty, I-difficulty, I-difficulty, O, O, B-start_location, I-start_location, B-loca_start_num, O"
{difficulty: moderate effort} {route_length: 12.0 km} please,"moderate, effort, 12.0, km, please","B-difficulty, I-difficulty, B-route_length, I-route_length, O"
"I'm looking for a {difficulty: somewhat tough} run starting from {start_location: king david} {loca_start_num: 6} to {end_location: this area}, covering {route_length: 18 km}.","I'm, looking, for, a, somewhat, tough, run, starting, from, king, david, 6, to, this, area, ,, covering, 18, km, .","O, O, O, O, B-difficulty, I-difficulty, O, O, O, B-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, O, O, B-route_length, I-route_length, O"
route to {end_location: peace} thats {difficulty: slightly challenging},"route, to, peace, thats, slightly, challenging","O, O, B-end_location, O, B-difficulty, I-difficulty"
plan route ending {end_location: waze} {loca_end_num: 13},"plan, route, ending, waze, 13","O, O, O, B-end_location, B-loca_end_num"
Map me a route from {start_location: startup street} {loca_start_num: 1},"Map, me, a, route, from, startup, street, 1","O, O, O, O, O, B-start_location, I-start_location, B-loca_start_num"
Can you suggest a {difficulty: somewhat tough} run?,"Can, you, suggest, a, somewhat, tough, run?","O, O, O, O, B-difficulty, I-difficulty, O"
Want to avoid hills - got a flat {route_length: 3 km} route from {start_location: tel dan} {loca_start_num: 9}?,"Want, to, avoid, hills, -, got, a, flat, 3, km, route, from, tel, dan, 9, ?","O, O, O, O, O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, I-start_location, B-loca_start_num, O"
Hi there! I'm staying at a hotel near {start_location: yissachar} {loca_start_num: 82} and would love a {difficulty: medium} running route to {end_location: lions gate} {loca_end_num: 73} that's about {route_length: 350 meters} - preferably with some nice cafes along the way,"Hi, there!, I'm, staying, at, a, hotel, near, yissachar, 82, and, would, love, a, medium, running, route, to, lions, gate, 73, that's, about, 350, meters, -, preferably, with, some, nice, cafes, along, the, way","O, O, O, O, O, O, O, O, B-start_location, B-loca_start_num, O, O, O, O, B-difficulty, O, O, O, B-end_location, I-end_location, B-loca_end_num, O, O, B-route_length, I-route_length, O, O, O, O, O, O, O, O, O"
planning 5k where should i go,"planning, 5k, where, should, i, go","O, O, O, O, O, O"
Best running spots around {start_location: ha'shayarot street} {loca_start_num: 21}?,"Best, running, spots, around, ha'shayarot, street, 21, ?","O, O, O, O, B-start_location, I-start_location, B-loca_start_num, O"
Drop me a {difficulty: slightly challenging} route from {start_location: ramat aviv street} {loca_start_num: 30},"Drop, me, a, slightly, challenging, route, from, ramat, aviv, street, 30","O, O, O, B-difficulty, I-difficulty, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num"
can you suggest good running path?,"can, you, suggest, good, running, path?","O, O, O, O, O, O"
"{start_location: inbal} {loca_start_num: 17} to {end_location: ahad ha'am street}, something easy please","inbal, 17, to, ahad, ha'am, street, ,, something, easy, please","B-start_location, B-loca_start_num, O, B-end_location, I-end_location, I-end_location, O, O, O, O"
Where do people usually run around here?,"Where, do, people, usually, run, around, here?","O, O, O, O, O, O, O"
Planning a {route_length: 8 km} {difficulty: slightly challenging} run from {start_location: masada street} {loca_start_num: 94} to {end_location: asher} {loca_end_num: 27} - would love something with good morning light for photos,"Planning, a, 8, km, slightly, challenging, run, from, masada, street, 94, to, asher, 27, -, would, love, something, with, good, morning, light, for, photos","O, O, B-route_length, I-route_length, B-difficulty, I-difficulty, O, O, B-start_location, I-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num, O, O, O, O, O, O, O, O, O, O"
Taking it easy today from {start_location: farming pioneer street} {loca_start_num: 45},"Taking, it, easy, today, from, farming, pioneer, street, 45","O, O, O, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num"
need {difficulty: extreme difficulty} {route_length: 11.0 kilometers},"need, extreme, difficulty, 11.0, kilometers","O, B-difficulty, I-difficulty, B-route_length, I-route_length"
suggest good running spot,"suggest, good, running, spot","O, O, O, O"
good running spots in the city?,"good, running, spots, in, the, city?","O, O, O, O, O, O"
"Got time for a quick {route_length: 900 meters} run, starting at {start_location: jezreel street} {loca_start_num: 12}","Got, time, for, a, quick, 900, meters, run,, starting, at, jezreel, street, 12","O, O, O, O, O, B-route_length, I-route_length, O, O, O, B-start_location, I-start_location, B-loca_start_num"
need running suggestions please,"need, running, suggestions, please","O, O, O, O"
What's the best way to do {route_length: 9.5 km} starting from {start_location: bialik} {loca_start_num: 29}?,"What's, the, best, way, to, do, 9.5, km, starting, from, bialik, 29, ?","O, O, O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, B-loca_start_num, O"
"{start_location: keren hayesod street} {loca_start_num: 44} to {end_location: arlozorov} {loca_end_num: 99}, {difficulty: extreme difficulty}","keren, hayesod, street, 44, to, arlozorov, 99, ,, extreme, difficulty","B-start_location, I-start_location, I-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num, O, B-difficulty, I-difficulty"
plan {route_length: 19 kilometers} route ending at {end_location: ancient harbor street} {loca_end_num: 24},"plan, 19, kilometers, route, ending, at, ancient, harbor, street, 24","O, B-route_length, I-route_length, O, O, O, B-end_location, I-end_location, I-end_location, B-loca_end_num"
Time for my long run - need a {difficulty: very hard} {route_length: 15 kilometers} route from {start_location: maariv street} {loca_start_num: 33},"Time, for, my, long, run, -, need, a, very, hard, 15, kilometers, route, from, maariv, street, 33","O, O, O, O, O, O, O, O, B-difficulty, I-difficulty, B-route_length, I-route_length, O, O, B-start_location, I-start_location, B-loca_start_num"
Need a good running track for my morning exercise - something that starts near {start_location: shalom street} and is moderately challenging,"Need, a, good, running, track, for, my, morning, exercise, -, something, that, starts, near, shalom, street, and, is, moderately, challenging","O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-start_location, I-start_location, O, O, O, O"
Looking for covered paths from {start_location: marcel janco street} {loca_start_num: 100},"Looking, for, covered, paths, from, marcel, janco, street, 100","O, O, O, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num"
"Suggest a running route to {end_location: daniel} {loca_end_num: 62}, with a total distance of {route_length: 16 km}.","Suggest, a, running, route, to, daniel, 62, ,, with, a, total, distance, of, 16, km, .","O, O, O, O, O, B-end_location, B-loca_end_num, O, O, O, O, O, O, B-route_length, I-route_length, O"
where do people usually run in morning?,"where, do, people, usually, run, in, morning?","O, O, O, O, O, O, O"
"Need a route that includes {end_location: bethlehem road} {loca_end_num: 57}, around {route_length: 20 kilometers}","Need, a, route, that, includes, bethlehem, road, 57, ,, around, 20, kilometers","O, O, O, O, O, B-end_location, I-end_location, B-loca_end_num, O, O, B-route_length, I-route_length"
what's a good running spot around here?,"what's, a, good, running, spot, around, here?","O, O, O, O, O, O, O"
need {route_length: 6 kilometers} track,"need, 6, kilometers, track","O, B-route_length, I-route_length, O"
need a quick {route_length: 3.0 kilometers} run,"need, a, quick, 3.0, kilometers, run","O, O, O, B-route_length, I-route_length, O"
I need a {difficulty: difficult but rewarding} route.,"I, need, a, difficult, but, rewarding, route.","O, O, O, B-difficulty, I-difficulty, I-difficulty, O"
im new here where should i run?,"im, new, here, where, should, i, run?","O, O, O, O, O, O, O"
Planning a {route_length: 16.5 km} {difficulty: difficult but rewarding} run from {start_location: dance quarter street} {loca_start_num: 22} to {end_location: yirmiyahu} {loca_end_num: 41} - would love something with good morning light for photos,"Planning, a, 16.5, km, difficult, but, rewarding, run, from, dance, quarter, street, 22, to, yirmiyahu, 41, -, would, love, something, with, good, morning, light, for, photos","O, O, B-route_length, I-route_length, B-difficulty, I-difficulty, I-difficulty, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num, O, O, O, O, O, O, O, O, O, O"
plan route ending {end_location: templar street} {loca_end_num: 61},"plan, route, ending, templar, street, 61","O, O, O, B-end_location, I-end_location, B-loca_end_num"
quick running path suggestion please,"quick, running, path, suggestion, please","O, O, O, O, O"
Running after work from {start_location: pinsker} {loca_start_num: 93},"Running, after, work, from, pinsker, 93","O, O, O, O, B-start_location, B-loca_start_num"
